,timestamp,context1,context2,context3,context4,context5,context6,drawn_article,reward,article1,article2,article3,article4,article5,article6,article7,article8,article9,article10,article11,article12,article13,article14,article15,article16,article17,article18,article19,article20,article21,propensity_score
35005,1241163000,1.0,0.394962,0.035204,0.35523899999999997,0.214142,0.000452,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35016,1241162400,1.0,0.151317,0.043709,0.357614,0.447345,1.4000000000000001e-05,23,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.02
35022,1241162400,1.0,7.4e-05,3e-06,2e-06,1.2e-05,0.9999100000000001,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.2
35025,1241161800,1.0,0.000595,1.1e-05,0.0022649999999999997,0.002093,0.995036,22,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35026,1241164500,1.0,0.24058200000000002,0.137769,0.058202,0.560034,0.0034119999999999997,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35030,1241164800,1.0,0.009822,0.019762000000000002,0.013046,0.957358,1.2e-05,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35033,1241161500,1.0,0.144702,0.524275,0.001504,0.259368,0.070151,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35038,1241161200,1.0,0.011798000000000001,0.960527,0.000101,0.027563999999999998,1e-05,30,1,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35041,1241161200,1.0,0.008118,1e-06,0.756576,0.0015970000000000001,0.233708,28,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35043,1241165100,1.0,0.002884,0.000105,8.4e-05,5.600000000000001e-05,0.996872,18,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35054,1241164500,1.0,0.12294200000000001,0.213408,0.014518999999999999,0.639323,0.009807999999999999,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35055,1241161200,1.0,0.001438,0.000231,1.4000000000000001e-05,0.000172,0.9981450000000001,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35056,1241164800,1.0,0.5933149999999999,0.036167000000000005,0.086974,0.261766,0.021778,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35057,1241164800,1.0,3.6e-05,1e-06,1.3000000000000001e-05,6.500000000000001e-05,0.999885,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35060,1241163600,1.0,0.277574,0.046307999999999995,0.016881999999999998,0.113328,0.545908,23,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35063,1241162100,1.0,0.5264260000000001,0.033366,0.070982,0.301967,0.067259,17,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35065,1241164500,1.0,0.23174099999999997,0.577886,0.002846,0.183702,0.003826,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35067,1241163900,1.0,0.001542,7.2e-05,0.00028399999999999996,0.001306,0.9967959999999999,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35069,1241163600,1.0,0.021571,0.035339999999999996,0.038332,0.9047270000000001,2.9999999999999997e-05,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35070,1241161500,1.0,9.7e-05,1e-06,1.2e-05,8e-06,0.9998819999999999,11,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35071,1241165400,1.0,0.00815,3.4e-05,0.09677899999999999,0.042797,0.85224,18,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35075,1241162100,1.0,1.1e-05,0.0,2.2e-05,9.7e-05,0.99987,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35078,1241163900,1.0,0.031423,2.5e-05,0.958299,0.01024,1.4000000000000001e-05,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35085,1241163300,1.0,0.026496,0.649296,0.000549,0.323435,0.00022400000000000002,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35086,1241161200,1.0,0.048050999999999996,0.002897,0.00981,0.0057729999999999995,0.9334690000000001,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35087,1241163000,1.0,0.594707,0.017646000000000002,0.240525,0.144581,0.002542,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35091,1241165100,1.0,0.000226,8e-06,1.8e-05,8.8e-05,0.99966,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35093,1241161200,1.0,5.5e-05,0.0,1e-05,6e-06,0.999928,27,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35094,1241162700,1.0,0.028472000000000008,0.000344,0.025546,0.029283999999999998,0.9163540000000001,25,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35095,1241165100,1.0,0.09416000000000001,0.337032,0.015456000000000001,0.553195,0.000156,26,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35097,1241163000,1.0,0.003966,2.4e-05,0.9711110000000001,0.024896,2e-06,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35112,1241164200,1.0,0.630989,0.093053,0.054169000000000016,0.208236,0.013553999999999998,23,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35114,1241162100,1.0,0.553029,0.045877,0.09412899999999999,0.291508,0.015456999999999999,11,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35120,1241161200,1.0,0.00448,1.4000000000000001e-05,0.9472450000000001,0.048244,1.6e-05,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35122,1241161500,1.0,0.505239,0.11838199999999999,0.030668,0.3449,0.000811,17,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35124,1241162100,1.0,0.022323,0.001504,0.003602,0.021223,0.951348,26,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35128,1241161500,1.0,0.000336,3e-06,0.00010700000000000001,0.000221,0.999333,22,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35129,1241162400,1.0,0.007116,0.00041,0.0015949999999999998,0.009283,0.9815969999999999,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.2
35131,1241165100,1.0,0.014343,0.001911,0.123951,0.859585,0.00020899999999999998,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35133,1241161500,1.0,0.462192,0.216419,0.004753,0.30498600000000003,0.011649,16,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35141,1241161800,1.0,0.06754299999999999,0.005879,0.210454,0.715,0.001124,19,1,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35142,1241162700,1.0,0.051183,0.00151,0.005064,0.011059000000000001,0.931183,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35148,1241165100,1.0,0.007116,0.00041,0.0015949999999999998,0.009283,0.9815969999999999,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35149,1241163900,1.0,5.9999999999999995e-05,1.6e-05,1.4000000000000001e-05,0.00044699999999999997,0.9994629999999999,23,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35150,1241163000,1.0,2.4e-05,0.0,5e-06,2e-06,0.9999680000000001,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35151,1241162100,1.0,0.664068,0.073064,0.041332,0.212738,0.008798,24,1,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35152,1241163300,1.0,0.19561900000000002,0.754694,0.00049,0.048162,0.001034,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35154,1241162700,1.0,0.009165000000000001,0.02792,0.000412,0.20271199999999998,0.75979,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35156,1241163000,1.0,0.415945,0.002637,0.486861,0.092213,0.002344,22,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35157,1241161500,1.0,0.18955,0.598296,0.007456999999999998,0.20393599999999998,0.0007610000000000001,15,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35168,1241161200,1.0,0.0027199999999999998,0.0005070000000000001,0.000621,0.005057,0.9910950000000001,23,1,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35175,1241163600,1.0,0.001953,0.008331,4e-06,0.00059,0.989122,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35177,1241163000,1.0,0.058082,0.016071000000000002,0.164497,0.761288,6.2e-05,27,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35179,1241161500,1.0,0.5511739999999999,0.021963999999999997,0.135892,0.262809,0.028161000000000002,19,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35185,1241162400,1.0,7e-05,0.0,6.1e-05,6.9e-05,0.999799,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.2
35191,1241163000,1.0,0.012558,5.3e-05,0.909489,0.077859,4.2e-05,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35200,1241162700,1.0,0.0017519999999999999,9.1e-05,0.00022999999999999998,0.001021,0.996906,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35201,1241163000,1.0,0.034657,0.000644,0.003583,0.009287,0.951829,22,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35203,1241165400,1.0,0.0034240000000000004,0.009094,2e-05,0.0035549999999999996,0.983907,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35205,1241165100,1.0,0.007116,0.00041,0.0015949999999999998,0.009283,0.9815969999999999,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35207,1241164500,1.0,0.4698600000000001,0.015696,0.368798,0.14541700000000002,0.00022799999999999999,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35211,1241162700,1.0,0.000139,1e-06,8.6e-05,3.9e-05,0.999735,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35214,1241163000,1.0,0.064684,0.004654,0.06302100000000001,0.180828,0.686813,15,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35217,1241161800,1.0,0.001029,1.2e-05,0.000229,0.00024700000000000004,0.998483,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35220,1241161500,1.0,0.776036,0.11231600000000001,0.006391,0.08395,0.021307,19,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35224,1241161800,1.0,0.013458000000000001,0.084338,0.000322,0.115755,0.786126,15,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35225,1241165100,1.0,0.074183,0.232485,0.0032189999999999996,0.38292,0.307193,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35226,1241161500,1.0,0.005556,0.000106,0.736359,0.257869,0.00011,13,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35227,1241162700,1.0,0.033684,0.385613,0.000396,0.24269899999999997,0.337608,23,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35234,1241162400,1.0,0.343823,0.008705,0.07463600000000001,0.070405,0.5024310000000001,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.2
35235,1241162100,1.0,0.12925999999999999,0.050511,0.025315,0.723105,0.07181,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35236,1241165400,1.0,2e-05,0.0,3e-06,2e-06,0.999975,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35240,1241163600,1.0,0.015000999999999999,0.017476,0.000147,0.010154,0.9572229999999999,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35242,1241165400,1.0,0.013421,0.00246,0.00025499999999999996,0.0037909999999999997,0.980073,27,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35252,1241162100,1.0,0.000745,3.3e-05,0.000143,0.000683,0.998395,15,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35256,1241165100,1.0,0.006846,0.001204,0.017411000000000003,0.25243000000000004,0.722109,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35266,1241160900,1.0,0.022323,0.001504,0.003602,0.021223,0.951348,23,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35268,1241161800,1.0,0.553971,0.097956,0.041033,0.299581,0.007459,29,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35273,1241163600,1.0,0.151675,0.039694,0.082091,0.7264689999999999,7.2e-05,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35277,1241163600,1.0,0.498463,0.010274,0.304058,0.186847,0.00035800000000000003,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35279,1241163600,1.0,0.000242,1.9e-05,2.7000000000000002e-05,0.000136,0.999576,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35283,1241165400,1.0,0.239519,0.019968,0.159378,0.580849,0.000286,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35285,1241161200,1.0,0.00019099999999999998,8e-06,1.4000000000000001e-05,5e-05,0.9997360000000001,26,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35287,1241161200,1.0,0.886717,0.090722,0.006386,0.015663999999999997,0.0005110000000000001,24,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35291,1241163600,1.0,0.000295,6e-06,8e-06,1.2e-05,0.9996790000000001,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35293,1241163600,1.0,0.024125999999999998,0.00041,0.017917,0.013978999999999998,0.9435690000000001,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35297,1241162100,1.0,0.007449,0.00019099999999999998,0.002543,0.00583,0.983988,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35300,1241164800,1.0,0.312394,0.084995,0.061954999999999996,0.538878,0.001777,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35306,1241164200,1.0,0.16443,0.705684,0.001302,0.127313,0.0012720000000000001,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35307,1241163300,1.0,0.078437,0.000412,0.885798,0.035317,3.6e-05,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35308,1241164800,1.0,0.553029,0.045877,0.09412899999999999,0.291508,0.015456999999999999,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35309,1241163900,1.0,0.00059,9e-06,0.000391,0.000796,0.9982139999999999,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35312,1241165400,1.0,0.011029,0.00038500000000000003,0.0008849999999999998,0.002154,0.985547,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35315,1241162700,1.0,0.047382,0.0008060000000000001,0.118379,0.19433499999999998,0.6390979999999999,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35317,1241162400,1.0,0.007116,0.00041,0.0015949999999999998,0.009283,0.9815969999999999,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.2
35318,1241165700,1.0,0.026981,0.929557,0.000132,0.04332,9e-06,30,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35322,1241163000,1.0,0.39218600000000003,0.002061,0.530064,0.074782,0.000906,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35323,1241161200,1.0,0.010662999999999999,1e-06,0.987757,0.001393,0.00018600000000000002,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35324,1241164800,1.0,0.0034240000000000004,0.009094,2e-05,0.0035549999999999996,0.983907,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35329,1241164200,1.0,0.001609,1.9e-05,0.016699000000000002,0.014378,0.9672950000000001,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35334,1241164800,1.0,0.0009789999999999998,4.5e-05,0.0007830000000000001,0.002277,0.995916,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35335,1241163900,1.0,0.005423,0.000535,0.00042199999999999996,0.0017100000000000001,0.991909,15,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35336,1241165100,1.0,2.3e-05,1e-06,1.8e-05,0.000113,0.9998450000000001,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35341,1241162700,1.0,0.35423000000000004,0.006511,0.541559,0.097509,0.00018999999999999998,23,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35344,1241161500,1.0,0.043374,0.007397,0.167055,0.7819470000000001,0.000227,30,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35345,1241161200,1.0,0.843975,0.043643,0.03365,0.077816,0.000916,15,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35350,1241161800,1.0,0.52553,0.130715,0.033353,0.303205,0.007195999999999998,17,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35351,1241161500,1.0,0.001291,1e-06,0.017049,0.0009609999999999999,0.980698,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35352,1241165100,1.0,0.739046,0.068732,0.055614,0.135232,0.001375,27,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35353,1241162100,1.0,0.039300999999999996,0.21955100000000002,0.008941,0.732167,4e-05,22,1,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35354,1241161800,1.0,0.560578,0.090421,0.055722,0.287092,0.006188,14,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35356,1241163300,1.0,0.51137,0.096118,0.079608,0.31006500000000004,0.002839,33,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35357,1241165100,1.0,0.004277,4.4e-05,0.928225,0.067444,1e-05,22,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35363,1241165700,1.0,0.411689,0.232778,0.016822999999999998,0.33828,0.00043,27,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35366,1241162100,1.0,0.000537,9e-06,5.600000000000001e-05,0.000147,0.999251,23,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35375,1241162400,1.0,0.005845,3e-06,0.98726,0.006887000000000001,4e-06,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.2
35377,1241162700,1.0,0.114626,0.0020039999999999997,0.075785,0.085421,0.722164,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35379,1241164200,1.0,0.007116,0.00041,0.0015949999999999998,0.009283,0.9815969999999999,11,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35390,1241163600,1.0,0.531119,0.043008,0.09991799999999999,0.30080999999999997,0.025144999999999997,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35392,1241164500,1.0,6.9e-05,2e-06,9e-06,4.3e-05,0.999876,16,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35395,1241163300,1.0,0.32606599999999997,0.096563,0.037125,0.539471,0.0007740000000000001,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35399,1241161200,1.0,0.039869,0.010156,0.061989999999999996,0.887775,0.00021099999999999998,13,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35409,1241162400,1.0,0.026552999999999997,0.971932,5.3e-05,0.0014609999999999998,0.0,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.2
35411,1241163600,1.0,0.191855,0.019393,0.017205,0.17343699999999998,0.598111,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35412,1241164800,1.0,0.318875,0.013916,0.138221,0.5236460000000001,0.005342,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35413,1241162100,1.0,0.002133,0.000129,0.000469,0.003353,0.993916,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35415,1241161500,1.0,0.000755,7.000000000000003e-06,0.00043099999999999996,0.00059,0.998218,14,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35420,1241162700,1.0,0.24222800000000005,0.001405,0.060011,0.010919,0.685437,18,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35424,1241162400,1.0,0.007356999999999998,0.004656,0.00027400000000000005,0.01257,0.975143,14,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.02
35428,1241165400,1.0,0.000103,1e-06,0.00022400000000000002,0.00021,0.9994620000000001,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35430,1241165400,1.0,0.66271,0.073259,0.030414,0.231501,0.002117,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35434,1241162100,1.0,0.0006580000000000001,1e-05,0.00022,0.00041600000000000003,0.9986959999999999,22,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35439,1241165400,1.0,0.8736459999999999,0.031626,0.034133,0.057401,0.0031940000000000002,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35442,1241165100,1.0,0.070025,0.003418,0.003739,0.008292,0.9145270000000001,28,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35443,1241162100,1.0,0.0018559999999999998,0.000122,0.000446,0.002352,0.995224,28,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35444,1241162700,1.0,0.000126,5e-06,2.5e-05,0.000129,0.999714,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35445,1241162100,1.0,0.02179,0.001308,0.00742,0.06108400000000001,0.9083979999999999,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35449,1241163600,1.0,0.011247,0.000169,0.542561,0.44583900000000004,0.000185,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35453,1241161200,1.0,0.4502640000000001,0.002123,0.521435,0.025838999999999997,0.000338,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35456,1241165400,1.0,0.618809,0.078446,0.056587,0.240436,0.005722,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35459,1241162400,1.0,0.002732,8.3e-05,0.007666,0.011826,0.977693,17,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.02
35467,1241165400,1.0,0.009859,0.009734999999999999,0.00011999999999999999,0.012711,0.967575,11,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35468,1241165100,1.0,0.058976,0.002634,0.48861899999999997,0.316548,0.133222,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.02
35469,1241164200,1.0,0.080064,0.895367,0.0005139999999999999,0.023976,7.900000000000001e-05,22,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35471,1241161500,1.0,0.191652,0.00144,0.706547,0.097946,0.002415,13,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35474,1241162100,1.0,0.052382000000000005,0.006268,0.0015400000000000001,0.010919,0.928891,20,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
35476,1241163600,1.0,0.158406,0.060080999999999996,0.054233,0.725364,0.001916,13,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35477,1241161500,1.0,0.695214,0.034476,0.045252999999999995,0.197002,0.028055,22,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.02
35478,1241163900,1.0,0.027000000000000003,0.0021420000000000002,0.0035329999999999997,0.044048000000000004,0.923277,20,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.2
35483,1241162100,1.0,0.00059,9e-06,0.000391,0.000796,0.9982139999999999,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.2
